"PassengerId","Survived","Ticket","Fare","Cabin","Embarked"
667,0,"234686",13.0,,"S"
668,0,"312993",7.775,,"S"
669,0,"A/5 3536",8.05,,"S"
670,1,"19996",52.0,"C126","S"
671,1,"29750",39.0,,"S"
672,0,"F.C. 12750",52.0,"B71","S"
673,0,"C.A. 24580",10.5,,"S"
674,1,"244270",13.0,,"S"
675,0,"239856",0.0,,"S"
676,0,"349912",7.775,,"S"
677,0,"342826",8.05,,"S"
678,1,"4138",9.8417,,"S"
679,0,"CA 2144",46.9,,"S"
680,1,"PC 17755",512.3292,"B51 B53 B55","C"
681,0,"330935",8.1375,,"Q"
682,1,"PC 17572",76.7292,"D49","C"
683,0,"6563",9.225,,"S"
684,0,"CA 2144",46.9,,"S"
685,0,"29750",39.0,,"S"
686,0,"SC/Paris 2123",41.5792,,"C"
687,0,"3101295",39.6875,,"S"
688,0,"349228",10.1708,,"S"
689,0,"350036",7.7958,,"S"
690,1,"24160",211.3375,"B5","S"
691,1,"17474",57.0,"B20","S"
692,1,"349256",13.4167,,"C"
693,1,"1601",56.4958,,"S"
694,0,"2672",7.225,,"C"
695,0,"113800",26.55,,"S"
696,0,"248731",13.5,,"S"
697,0,"363592",8.05,,"S"
698,1,"35852",7.7333,,"Q"
699,0,"17421",110.8833,"C68","C"
700,0,"348121",7.65,"F G63","S"
701,1,"PC 17757",227.525,"C62 C64","C"
702,1,"PC 17475",26.2875,"E24","S"
704,0,"36864",7.7417,,"Q"
705,0,"350025",7.8542,,"S"
706,0,"250655",26.0,,"S"
707,1,"223596",13.5,,"S"
708,1,"PC 17476",26.2875,"E24","S"
709,1,"113781",151.55,,"S"
710,1,"2661",15.2458,,"C"
711,1,"PC 17482",49.5042,"C90","C"
712,0,"113028",26.55,"C124","S"
713,1,"19996",52.0,"C126","S"
714,0,"7545",9.4833,,"S"
715,0,"250647",13.0,,"S"
716,0,"348124",7.65,"F G73","S"
717,1,"PC 17757",227.525,"C45","C"
718,1,"34218",10.5,"E101","S"
719,0,"36568",15.5,,"Q"
720,0,"347062",7.775,,"S"
721,1,"248727",33.0,,"S"
722,0,"350048",7.0542,,"S"
723,0,"12233",13.0,,"S"
724,0,"250643",13.0,,"S"
725,1,"113806",53.1,"E8","S"
726,0,"315094",8.6625,,"S"
727,1,"31027",21.0,,"S"
728,1,"36866",7.7375,,"Q"
729,0,"236853",26.0,,"S"
730,0,"STON/O2. 3101271",7.925,,"S"
731,1,"24160",211.3375,"B5","S"
732,0,"2699",18.7875,,"C"
733,0,"239855",0.0,,"S"
734,0,"28425",13.0,,"S"
735,0,"233639",13.0,,"S"
736,0,"54636",16.1,,"S"
737,0,"W./C. 6608",34.375,,"S"
738,1,"PC 17755",512.3292,"B101","C"
739,0,"349201",7.8958,,"S"
740,0,"349218",7.8958,,"S"
741,1,"16988",30.0,"D45","S"
742,0,"19877",78.85,"C46","S"
743,1,"PC 17608",262.375,"B57 B59 B63 B66","C"
744,0,"376566",16.1,,"S"
745,1,"STON/O 2. 3101288",7.925,,"S"
746,0,"WE/P 5735",71.0,"B22","S"
747,0,"C.A. 2673",20.25,,"S"
748,1,"250648",13.0,,"S"
749,0,"113773",53.1,"D30","S"
750,0,"335097",7.75,,"Q"
751,1,"29103",23.0,,"S"
752,1,"392096",12.475,"E121","S"
753,0,"345780",9.5,,"S"
754,0,"349204",7.8958,,"S"
755,1,"220845",65.0,,"S"
757,0,"350042",7.7958,,"S"
758,0,"29108",11.5,,"S"
759,0,"363294",8.05,,"S"
760,1,"110152",86.5,"B77","S"
761,0,"358585",14.5,,"S"
762,0,"SOTON/O2 3101272",7.125,,"S"
763,1,"2663",7.2292,,"C"
764,1,"113760",120.0,"B96 B98","S"
765,0,"347074",7.775,,"S"
766,1,"13502",77.9583,"D11","S"
767,0,"112379",39.6,,"C"
768,0,"364850",7.75,,"Q"
769,0,"371110",24.15,,"Q"
770,0,"8471",8.3625,,"S"
771,0,"345781",9.5,,"S"
772,0,"350047",7.8542,,"S"
773,0,"S.O./P.P. 3",10.5,"E77","S"
774,0,"2674",7.225,,"C"
775,1,"29105",23.0,,"S"
776,0,"347078",7.75,,"S"
777,0,"383121",7.75,"F38","Q"
778,1,"364516",12.475,,"S"
780,1,"24160",211.3375,"B3","S"
781,1,"2687",7.2292,,"C"
782,1,"17474",57.0,"B20","S"
783,0,"113501",30.0,"D6","S"
784,0,"W./C. 6607",23.45,,"S"
785,0,"SOTON/O.Q. 3101312",7.05,,"S"
786,0,"374887",7.25,,"S"
787,1,"3101265",7.4958,,"S"
788,0,"382652",29.125,,"Q"
789,1,"C.A. 2315",20.575,,"S"
790,0,"PC 17593",79.2,"B82 B84","C"
791,0,"12460",7.75,,"Q"
792,0,"239865",26.0,,"S"
793,0,"CA. 2343",69.55,,"S"
794,0,"PC 17600",30.6958,,"C"
795,0,"349203",7.8958,,"S"
796,0,"28213",13.0,,"S"
797,1,"17465",25.9292,"D17","S"
798,1,"349244",8.6833,,"S"
799,0,"2685",7.2292,,"C"
800,0,"345773",24.15,,"S"
801,0,"250647",13.0,,"S"
802,1,"C.A. 31921",26.25,,"S"
803,1,"113760",120.0,"B96 B98","S"
804,1,"2625",8.5167,,"C"
805,1,"347089",6.975,,"S"
806,0,"347063",7.775,,"S"
807,0,"112050",0.0,"A36","S"
808,0,"347087",7.775,,"S"
809,0,"248723",13.0,,"S"
810,1,"113806",53.1,"E8","S"
811,0,"3474",7.8875,,"S"
812,0,"A/4 48871",24.15,,"S"
813,0,"28206",10.5,,"S"
814,0,"347082",31.275,,"S"
815,0,"364499",8.05,,"S"
816,0,"112058",0.0,"B102","S"
817,0,"STON/O2. 3101290",7.925,,"S"
818,0,"S.C./PARIS 2079",37.0042,,"C"
819,0,"C 7075",6.45,,"S"
820,0,"347088",27.9,,"S"
822,1,"315098",8.6625,,"S"
823,0,"19972",0.0,,"S"
824,1,"392096",12.475,"E121","S"
825,0,"3101295",39.6875,,"S"
827,0,"1601",56.4958,,"S"
828,1,"S.C./PARIS 2079",37.0042,,"C"
829,1,"367228",7.75,,"Q"
830,1,"113572",80.0,"B28",
831,1,"2659",14.4542,,"C"
832,1,"29106",18.75,,"S"
833,0,"2671",7.2292,,"C"
834,0,"347468",7.8542,,"S"
835,0,"2223",8.3,,"S"
836,1,"PC 17756",83.1583,"E49","C"
837,0,"315097",8.6625,,"S"
838,0,"392092",8.05,,"S"
839,1,"1601",56.4958,,"S"
840,1,"11774",29.7,"C47","C"
841,0,"SOTON/O2 3101287",7.925,,"S"
842,0,"S.O./P.P. 3",10.5,,"S"
843,1,"113798",31.0,,"C"
844,0,"2683",6.4375,,"C"
845,0,"315090",8.6625,,"S"
846,0,"C.A. 5547",7.55,,"S"
847,0,"CA. 2343",69.55,,"S"
848,0,"349213",7.8958,,"C"
849,0,"248727",33.0,,"S"
850,1,"17453",89.1042,"C92","C"
851,0,"347082",31.275,,"S"
852,0,"347060",7.775,,"S"
853,0,"2678",15.2458,,"C"
854,1,"PC 17592",39.4,"D28","S"
855,0,"244252",26.0,,"S"
856,1,"392091",9.35,,"S"
857,1,"36928",164.8667,,"S"
858,1,"113055",26.55,"E17","S"
859,1,"2666",19.2583,,"C"
860,0,"2629",7.2292,,"C"
861,0,"350026",14.1083,,"S"
862,0,"28134",11.5,,"S"
863,1,"17466",25.9292,"D17","S"
864,0,"CA. 2343",69.55,,"S"
865,0,"233866",13.0,,"S"
866,1,"236852",13.0,,"S"
867,1,"SC/PARIS 2149",13.8583,,"C"
868,0,"PC 17590",50.4958,"A24","S"
869,0,"345777",9.5,,"S"
870,1,"347742",11.1333,,"S"
871,0,"349248",7.8958,,"S"
872,1,"11751",52.5542,"D35","S"
873,0,"695",5.0,"B51 B53 B55","S"
874,0,"345765",9.0,,"S"
875,1,"P/PP 3381",24.0,,"C"
876,1,"2667",7.225,,"C"
877,0,"7534",9.8458,,"S"
878,0,"349212",7.8958,,"S"
879,0,"349217",7.8958,,"S"
880,1,"11767",83.1583,"C50","C"
881,1,"230433",26.0,,"S"
882,0,"349257",7.8958,,"S"
883,0,"7552",10.5167,,"S"
884,0,"C.A./SOTON 34068",10.5,,"S"
885,0,"SOTON/OQ 392076",7.05,,"S"
886,0,"382652",29.125,,"Q"
887,0,"211536",13.0,,"S"
888,1,"112053",30.0,"B42","S"
889,0,"W./C. 6607",23.45,,"S"
890,1,"111369",30.0,"C148","C"
891,0,"370376",7.75,,"Q"
892,0,"330911",7.8292,,"Q"
893,1,"363272",7.0,,"S"
894,0,"240276",9.6875,,"Q"
895,0,"315154",8.6625,,"S"
896,1,"3101298",12.2875,,"S"
897,0,"7538",9.225,,"S"
898,1,"330972",7.6292,,"Q"
899,0,"248738",29.0,,"S"
900,1,"2657",7.2292,,"C"
901,0,"A/4 48871",24.15,,"S"
902,0,"349220",7.8958,,"S"
903,0,"694",26.0,,"S"
904,1,"21228",82.2667,"B45","S"
905,0,"24065",26.0,,"S"
906,1,"W.E.P. 5734",61.175,"E31","S"
907,1,"SC/PARIS 2167",27.7208,,"C"
908,0,"233734",12.35,,"Q"
909,0,"2692",7.225,,"C"
910,1,"STON/O2. 3101270",7.925,,"S"
911,1,"2696",7.225,,"C"
912,0,"PC 17603",59.4,,"C"
913,0,"C 17368",3.1708,,"S"
914,1,"PC 17598",31.6833,,"S"
915,0,"PC 17597",61.3792,,"C"
916,1,"PC 17608",262.375,"B57 B59 B63 B66","C"
917,0,"A/5. 3337",14.5,,"S"
918,1,"113509",61.9792,"B36","C"
919,0,"2698",7.225,,"C"
920,0,"113054",30.5,"A21","S"
921,0,"2662",21.6792,,"C"
922,0,"SC/AH 3085",26.0,,"S"
923,0,"C.A. 31029",31.5,,"S"
925,1,"W./C. 6607",23.45,,"S"
926,0,"13236",57.75,"C78","C"
927,0,"2682",7.2292,,"C"
928,1,"342712",8.05,,"S"
929,1,"315087",8.6625,,"S"
930,0,"345768",9.5,,"S"
931,0,"1601",56.4958,,"S"
932,0,"349256",13.4167,,"C"
933,0,"113778",26.55,"D34","S"
934,0,"SOTON/O.Q. 3101263",7.85,,"S"
935,1,"237249",13.0,,"S"
936,1,"11753",52.5542,"D19","S"
937,0,"STON/O 2. 3101291",7.925,,"S"
938,0,"PC 17594",29.7,"A9","C"
939,0,"370374",7.75,,"Q"
940,1,"11813",76.2917,"D15","C"
941,1,"C.A. 37671",15.9,,"S"
942,0,"13695",60.0,"C31","S"
943,0,"SC/PARIS 2168",15.0333,,"C"
944,1,"29105",23.0,,"S"
945,1,"19950",263.0,"C23 C25 C27","S"
946,0,"SC/A.3 2861",15.5792,,"C"
947,0,"382652",29.125,,"Q"
949,0,"348122",7.65,"F G63","S"
950,0,"386525",16.1,,"S"
951,1,"PC 17608",262.375,"B61","C"
952,0,"349232",7.8958,,"S"
953,0,"237216",13.5,,"S"
954,0,"347090",7.75,,"S"
955,1,"334914",7.725,,"Q"
956,0,"PC 17608",262.375,"B57 B59 B63 B66","C"
957,1,"F.C.C. 13534",21.0,,"S"
958,1,"330963",7.8792,,"Q"
959,0,"113796",42.4,,"S"
960,0,"2543",28.5375,"C53","C"
961,1,"19950",263.0,"C23 C25 C27","S"
963,0,"349211",7.8958,,"S"
964,1,"3101297",7.925,,"S"
965,0,"PC 17562",27.7208,"D43","C"
966,1,"113503",211.5,"C130","C"
967,0,"113503",211.5,"C132","C"
968,0,"359306",8.05,,"S"
969,1,"11770",25.7,"C101","S"
970,0,"248744",13.0,,"S"
971,1,"368702",7.75,,"Q"
972,0,"2678",15.2458,,"C"
973,0,"PC 17483",221.7792,"C55 C57","S"
974,0,"19924",26.0,,"S"
975,0,"349238",7.8958,,"S"
976,0,"240261",10.7083,,"Q"
977,0,"2660",14.4542,,"C"
978,1,"330844",7.8792,,"Q"
979,1,"A/4 31416",8.05,,"S"
981,0,"29103",23.0,,"S"
982,1,"347072",13.9,,"S"
983,0,"345498",7.775,,"S"
984,1,"F.C. 12750",52.0,"B71","S"
985,0,"376563",8.05,,"S"
986,0,"13905",26.0,,"C"
987,0,"350033",7.7958,,"S"
988,1,"19877",78.85,"C46","S"
989,0,"STON/O 2. 3101268",7.925,,"S"
990,1,"347471",7.8542,,"S"
991,0,"A./5. 3338",8.05,,"S"
992,1,"11778",55.4417,"C116","C"
993,0,"228414",26.0,,"S"
994,0,"365235",7.75,,"Q"
995,0,"347070",7.775,,"S"
996,1,"2625",8.5167,,"C"
997,0,"C 4001",22.525,,"S"
998,0,"330920",7.8208,,"Q"
999,0,"383162",7.75,,"Q"
1000,0,"3410",8.7125,,"S"
1003,1,"330968",7.7792,,"Q"
1004,1,"PC 17531",31.6792,"A29","C"
1005,1,"329944",7.2833,,"Q"
1006,1,"PC 17483",221.7792,"C55 C57","S"
1007,0,"2680",14.4542,,"C"
1008,0,"2681",6.4375,,"C"
1009,1,"PP 9549",16.7,"G6","S"
1010,0,"13050",75.2417,"C6","C"
1011,1,"SC/AH 29037",26.0,,"S"
1013,0,"367227",7.75,,"Q"
1014,1,"13236",57.75,"C28","C"
1015,0,"392095",7.25,,"S"
1016,0,"368783",7.75,,"Q"
1017,1,"371362",16.1,,"S"
1018,0,"350045",7.7958,,"S"
1019,1,"367226",23.25,,"Q"
1020,0,"211535",13.0,,"S"
1021,0,"342441",8.05,,"S"
1022,0,"STON/OQ. 369943",8.05,,"S"
1023,0,"113780",28.5,"C51","C"
1024,1,"4133",25.4667,,"S"
1025,0,"2621",6.4375,,"C"
1026,0,"349226",7.8958,,"S"
1027,0,"350409",7.8542,,"S"
1028,0,"2656",7.225,,"C"
1029,0,"248659",13.0,,"S"
1030,1,"SOTON/OQ 392083",8.05,,"S"
1031,0,"CA 2144",46.9,,"S"
1033,1,"113781",151.55,,"S"
1034,0,"PC 17608",262.375,"B57 B59 B63 B66","C"
1036,0,"17475",26.55,,"S"
1037,0,"345763",18.0,,"S"
1038,0,"17463",51.8625,"E46","S"
1039,0,"SC/A4 23568",8.05,,"S"
1040,0,"113791",26.55,,"S"
1041,0,"250651",26.0,,"S"
1042,1,"11767",83.1583,"C54","C"
1043,0,"349255",7.8958,,"C"
1044,0,"3701",,,"S"
1046,0,"347077",31.3875,,"S"
1047,0,"S.O./P.P. 752",7.55,,"S"
1048,1,"PC 17483",221.7792,"C97","S"
1049,1,"347469",7.8542,,"S"
1050,0,"110489",26.55,"D22","S"
1051,1,"SOTON/O.Q. 3101315",13.775,,"S"
1052,1,"335432",7.7333,,"Q"
1053,0,"2650",15.2458,,"C"
1054,1,"220844",13.5,,"S"
1055,0,"343271",7.0,,"S"
1056,0,"237393",13.0,,"S"
1057,1,"315153",22.025,,"S"
1058,0,"PC 17591",50.4958,"B10","C"
1059,0,"W./C. 6608",34.375,,"S"
1060,1,"17770",27.7208,,"C"
1061,1,"7548",8.9625,,"S"
1062,0,"S.O./P.P. 251",7.55,,"S"
1063,0,"2670",7.225,,"C"
1064,0,"347072",13.9,,"S"
1065,0,"2673",7.2292,,"C"
1066,0,"347077",31.3875,,"S"
1067,1,"29750",39.0,,"S"
1068,1,"C.A. 33112",36.75,,"S"
1069,0,"11778",55.4417,"C116","C"
1070,1,"230136",39.0,"F4","S"
1071,1,"PC 17756",83.1583,"E45","C"
1072,0,"233478",13.0,,"S"
1073,0,"PC 17756",83.1583,"E52","C"
1074,1,"113773",53.1,"D30","S"
1075,0,"7935",7.75,,"Q"
1076,1,"PC 17558",247.5208,"B58 B60","C"
1077,0,"239059",16.0,,"S"
1078,1,"S.O./P.P. 2",21.0,,"S"
1079,0,"A/4 48873",8.05,,"S"
1080,1,"CA. 2343",69.55,,"S"
1081,0,"28221",13.0,,"S"
1082,0,"226875",26.0,,"S"
1083,0,"111163",26.0,,"S"
1084,0,"A/5. 851",14.5,,"S"
1085,0,"235509",12.35,,"Q"
1086,0,"28220",32.5,,"S"
1087,0,"347465",7.8542,,"S"
1088,0,"16966",134.5,"E34","C"
1089,1,"347066",7.775,,"S"
1090,0,"C.A. 31030",10.5,,"S"
1091,1,"65305",8.1125,,"S"
1092,1,"36568",15.5,,"Q"
1093,0,"347080",14.4,,"S"
1094,0,"PC 17757",227.525,"C62 C64","C"
1095,1,"26360",26.0,,"S"
1096,0,"C.A. 34050",10.5,,"S"
1097,0,"F.C. 12998",25.7417,,"C"
1098,1,"9232",7.75,,"Q"
1099,0,"28034",10.5,,"S"
1100,1,"PC 17613",27.7208,"A11","C"
1101,0,"349250",7.8958,,"S"
1102,0,"C 4001",22.525,,"S"
1103,0,"SOTON/O.Q. 3101308",7.05,,"S"
1104,0,"S.O.C. 14879",73.5,,"S"
1105,1,"24065",26.0,,"S"
1106,1,"347091",7.775,,"S"
1107,0,"113038",42.5,"B11","S"
1108,1,"330924",7.8792,,"Q"
1109,0,"36928",164.8667,,"S"
1111,0,"32302",8.05,,"S"
1112,1,"SC/PARIS 2148",13.8583,,"C"
1113,0,"342684",8.05,,"S"
1114,1,"W./C. 14266",10.5,"F33","S"
1115,0,"350053",7.7958,,"S"
1116,1,"PC 17606",27.4458,,"C"
1117,1,"2661",15.2458,,"C"
1118,0,"350054",7.7958,,"S"
1119,1,"370368",7.75,,"Q"
1120,0,"C.A. 6212",15.1,,"S"
1121,0,"242963",13.0,,"S"
1122,0,"220845",65.0,,"S"
1123,1,"113795",26.55,,"S"
1124,0,"3101266",6.4958,,"S"
1125,0,"330971",7.8792,,"Q"
1126,0,"PC 17599",71.2833,"C85","C"
1127,0,"350416",7.8542,,"S"
1129,0,"2679",7.225,,"C"
1130,1,"250650",13.0,,"S"
1131,1,"PC 17761",106.425,"C86","C"
1132,1,"112377",27.7208,,"C"
1133,1,"237789",30.0,,"S"
1134,0,"16966",134.5,"E34","C"
1135,0,"3470",7.8875,,"S"
1136,0,"W./C. 6607",23.45,,"S"
1137,0,"17464",51.8625,"D21","S"
1138,1,"F.C.C. 13534",21.0,,"S"
1139,0,"28220",32.5,,"S"
1140,1,"26707",26.0,,"S"
1141,1,"2660",14.4542,,"C"
1142,1,"C.A. 34651",27.75,,"S"
1143,0,"SOTON/O2 3101284",7.925,,"S"
1144,0,"13508",136.7792,"C89","C"
1145,0,"7266",9.325,,"S"
1146,0,"345775",9.5,,"S"
1147,0,"C.A. 42795",7.55,,"S"
1148,0,"AQ/4 3130",7.75,,"Q"
1150,1,"28404",13.0,,"S"
1151,0,"345501",7.775,,"S"
1152,0,"345572",17.4,,"S"
1153,0,"350410",7.8542,,"S"
1155,1,"350405",12.1833,,"S"
1156,0,"C.A. 34644",12.7375,,"C"
1157,0,"349235",7.8958,,"S"
1158,0,"112051",0.0,,"S"
1159,0,"C.A. 49867",7.55,,"S"
1160,1,"A. 2. 39186",8.05,,"S"
1161,0,"315095",8.6625,,"S"
1162,0,"13050",75.2417,"C6","C"
1163,0,"368573",7.75,,"Q"
1164,1,"13508",136.7792,"C89","C"
1165,1,"370371",15.5,,"Q"
1166,0,"2676",7.225,,"C"
1167,1,"236853",26.0,,"S"
1168,0,"SC 14888",10.5,,"S"
1169,0,"2926",26.0,,"S"
1170,0,"CA 31352",21.0,,"S"
1171,0,"W./C. 14260",10.5,,"S"
1172,1,"315085",8.6625,,"S"
1173,0,"SOTON/O.Q. 3101315",13.775,,"S"
1174,1,"364859",7.75,,"Q"
1175,1,"2650",15.2458,,"C"
1176,1,"370129",20.2125,,"S"
1177,0,"A/5 21175",7.25,,"S"
1178,0,"SOTON/O.Q. 3101314",7.25,,"S"
1179,0,"21228",82.2667,"B45","S"
1180,0,"2655",7.2292,"F E46","C"
1181,0,"A/5 1478",8.05,,"S"
1182,0,"PC 17607",39.6,,"S"
1183,1,"382650",6.95,,"Q"
1184,0,"2652",7.2292,,"C"
1185,0,"33638",81.8583,"A34","S"
1186,0,"345771",9.5,,"S"
1187,0,"349202",7.8958,,"S"
1188,1,"SC/Paris 2123",41.5792,,"C"
1189,0,"2662",21.6792,,"C"
1190,0,"113801",45.5,,"S"
1191,0,"347467",7.8542,,"S"
1192,0,"347079",7.775,,"S"
1193,0,"237735",15.0458,"D","C"
1194,0,"S.O./P.P. 2",21.0,,"S"
1195,0,"315092",8.6625,,"S"
1196,1,"383123",7.75,,"Q"
1197,1,"112901",26.55,"B26","S"
1198,0,"113781",151.55,"C22 C26","S"
1199,0,"392091",9.35,,"S"
1200,0,"12749",93.5,"B69","S"
1201,1,"350026",14.1083,,"S"
1202,0,"315091",8.6625,,"S"
1203,0,"2658",7.225,,"C"
1204,0,"LP 1588",7.575,,"S"
1205,1,"368364",7.75,,"Q"
1206,1,"PC 17760",135.6333,"C32","C"
1207,1,"AQ/3. 30631",7.7333,,"Q"
1208,0,"PC 17569",146.5208,"B78","C"
1209,0,"28004",10.5,,"S"
1211,0,"C.A. 31029",31.5,,"S"
1212,0,"347075",7.775,,"S"
1213,0,"2654",7.2292,"F E57","C"
1214,0,"244368",13.0,"F2","S"
1215,0,"113790",26.55,,"S"
1216,1,"24160",211.3375,,"S"
1217,0,"SOTON/O.Q. 3101309",7.05,,"S"
1218,1,"230136",39.0,"F4","S"
1219,0,"PC 17585",79.2,,"C"
1220,0,"2003",26.0,,"S"
1221,0,"236854",13.0,,"S"
1222,1,"C.A. 33112",36.75,,"S"
1224,0,"2684",7.225,,"C"
1225,1,"2653",15.7417,,"C"
1227,0,"110469",26.0,"C106","S"
1228,0,"244360",13.0,,"S"
1229,0,"2675",7.2292,,"C"
1230,0,"C.A. 31029",31.5,,"S"
1231,0,"2622",7.2292,,"C"
1232,0,"C.A. 15185",10.5,,"S"
1233,0,"350403",7.5792,,"S"
1234,0,"CA. 2343",69.55,,"S"
1235,1,"PC 17755",512.3292,"B51 B53 B55","C"
1236,0,"A/5. 851",14.5,,"S"
1237,1,"348125",7.65,,"S"
1238,0,"237670",13.0,,"S"
1239,1,"2688",7.2292,,"C"
1240,0,"248726",13.5,,"S"
1241,1,"F.C.C. 13528",21.0,,"S"
1244,0,"S.O.C. 14879",73.5,,"S"
1245,0,"220845",65.0,,"S"
1246,1,"C.A. 2315",20.575,,"S"
1248,1,"11769",51.4792,"C101","S"
1249,0,"1222",7.8792,,"S"
1250,0,"368402",7.75,,"Q"
1251,1,"349910",15.55,,"S"
1252,0,"CA. 2343",69.55,,"S"
1254,1,"CA 31352",21.0,,"S"
1255,0,"315083",8.6625,,"S"
1256,1,"11765",55.4417,"E50","C"
1257,1,"CA. 2343",69.55,,"S"
1258,0,"2689",14.4583,,"C"
1259,1,"3101295",39.6875,,"S"
1260,1,"112378",59.4,,"C"
1261,0,"SC/PARIS 2147",13.8583,,"C"
1262,0,"28133",11.5,,"S"
1263,1,"16966",134.5,"E39 E41","C"
1264,0,"112058",0.0,"B52 B54 B56","S"
1265,0,"248746",13.0,,"S"
1267,1,"PC 17608",262.375,,"C"
1268,1,"315152",8.6625,,"S"
1269,0,"29107",11.5,,"S"
1270,0,"680",50.0,"C39","S"
1271,0,"347077",31.3875,,"S"
1272,0,"366713",7.75,,"Q"
1273,0,"330910",7.8792,,"Q"
1274,1,"364498",14.5,,"S"
1275,1,"376566",16.1,,"S"
1276,0,"SC/PARIS 2159",12.875,,"S"
1277,1,"220845",65.0,,"S"
1278,0,"349911",7.775,,"S"
1279,0,"244346",13.0,,"S"
1280,0,"364858",7.75,,"Q"
1281,0,"349909",21.075,,"S"
1282,0,"12749",93.5,"B24","S"
1283,1,"PC 17592",39.4,"D28","S"
1284,0,"C.A. 2673",20.25,,"S"
1285,0,"C.A. 30769",10.5,,"S"
1286,0,"315153",22.025,,"S"
1287,1,"13695",60.0,"C31","S"
1288,0,"371109",7.25,,"Q"
1289,1,"13567",79.2,"B41","C"
1290,0,"347065",7.775,,"S"
1291,0,"21332",7.7333,,"Q"
1292,1,"36928",164.8667,"C7","S"
1293,0,"28664",21.0,,"S"
1294,1,"112378",59.4,,"C"
1295,0,"113059",47.1,,"S"
1296,0,"17765",27.7208,"D40","C"
1297,0,"SC/PARIS 2166",13.8625,"D38","C"
1298,0,"28666",10.5,,"S"
1299,0,"113503",211.5,"C80","C"
1300,1,"334915",7.7208,,"Q"
1301,1,"SOTON/O.Q. 3101315",13.775,,"S"
1302,1,"365237",7.75,,"Q"
1303,1,"19928",90.0,"C78","Q"
1304,1,"347086",7.775,,"S"
1305,0,"A.5. 3236",8.05,,"S"
1306,1,"PC 17758",108.9,"C105","C"
1307,0,"SOTON/O.Q. 3101262",7.25,,"S"
1308,0,"359309",8.05,,"S"
1309,0,"2668",22.3583,,"C"